subtest,cell,arc,lut,side,q,expected,got,rel_jump
B_continuity_at_edges,DFF_X1,CK->Q,cell_fall,x=idx1[-1],13.916804244897957,0.11950619067178445,0.11950619067178445,0.0
B_continuity_at_edges,DFF_X1,CK->Q,cell_fall,x=idx1[-1],15.14873044897959,0.12113047512779013,0.12113047512779013,0.0
B_continuity_at_edges,DFF_X1,CK->Q,cell_fall,x=idx1[-1],16.380656653061223,0.1226497211181133,0.1226497211181133,0.0
B_continuity_at_edges,DFF_X1,CK->Q,cell_fall,x=idx1[-1],17.612582857142854,0.12416600664261014,0.12416600664261013,1.117680127038249e-16
B_continuity_at_edges,DFF_X1,CK->Q,cell_fall,x=idx1[-1],18.84450906122449,0.125682292167107,0.125682292167107,0.0
B_continuity_at_edges,DFF_X1,CK->Q,cell_fall,x=idx1[-1],20.07643526530612,0.12719857769160386,0.12719857769160386,0.0
B_continuity_at_edges,DFF_X1,CK->Q,cell_fall,x=idx1[-1],21.30836146938775,0.1287148632161007,0.1287148632161007,0.0
B_continuity_at_edges,DFF_X1,CK->Q,cell_fall,x=idx1[-1],22.540287673469386,0.13023114874059755,0.13023114874059755,0.0
B_continuity_at_edges,DFF_X1,CK->Q,cell_fall,x=idx1[-1],23.772213877551017,0.13174743426509442,0.1317474342650944,2.1067260831646088e-16
B_continuity_at_edges,DFF_X1,CK->Q,cell_fall,x=idx1[-1],25.004140081632652,0.13326371978959126,0.13326371978959126,0.0
